Year,Month,Day,Magnitude,Location,Longitude,Latitude,Intensity,Hypocenter_Lat,Hypocenter_Lon,Hypocenter_Depth_km,Vs30_estimated,NERHP_class,Rrup [km],R [km],Rhyp [km],Rasp [km],Rasp max [km],Rasp pond slip [km],Period,Rp [km]
1751,5.0,24.0,8.5,Quillota,-71.2555,-32.8865,7,-36.83,-73.03,35.49,-999.0,-999,243.7510485164248,244.65307788042037,467.9289352385393,481.5569078401554,481.55690840569497,481.5569078401554,-1,372.8208402868207
1751,5.0,24.0,8.5,Quiriquina,-73.0604,-36.6381,8,-36.83,-73.03,35.49,-999.0,-999,32.31523573618753,38.53348315675505,41.47792308856436,55.46455668739436,55.46455670616675,55.46455668739436,-1,55.09809252926861
1751,5.0,24.0,8.5,Renca,-70.7054,-33.4031,6,-36.83,-73.03,35.49,-999.0,-999,200.52684542177835,201.62234647557383,436.661501436491,448.18947448442935,448.18947552605107,448.18947448442935,-1,332.97528083735904
1751,5.0,24.0,8.5,Rere,-72.7272,-37.135,8,-36.83,-73.03,35.49,-999.0,-999,43.786847307933485,48.557624125103516,55.96436597277224,46.53286165083422,46.53286173017857,46.53286165083422,-1,68.89263801104217
1751,5.0,24.0,8.5,San Felipe,-70.7277,-32.7516,6,-36.83,-73.03,35.49,-999.0,-999,266.06478403107934,266.89140893818865,500.31526847113673,512.8190248596426,512.8190257796385,512.8190248596426,-1,409.52426313481504
1751,5.0,24.0,8.5,San Fernando,-70.992,-34.5869,6,-36.83,-73.03,35.49,666.0,-999,89.80999538703023,92.23009343443681,311.77247758711525,321.54864913076,321.54865017397526,321.54864913076,-1,177.69517345045858
1751,5.0,24.0,8.5,San Francisco del Monte,-70.9889,-33.6804,7,-36.83,-73.03,35.49,-999.0,-999,165.63203118860656,166.95665491129753,397.2941469182704,409.1713821556278,409.171383014847,409.1713821556278,-1,283.98436839964137
1751,5.0,24.0,8.5,San Francisco  de Parral,-72.6841,-36.9534,8,-36.83,-73.03,35.49,-999.0,-999,44.332520572811404,49.05025223019042,48.966650198666464,45.36617425933535,45.366174377091134,45.36617425933535,-1,68.89830799709736
1751,5.0,24.0,8.5,San Jose de la Mocha,-73.0516,-36.845,8,-36.83,-73.03,35.49,-999.0,-999,33.45443340333948,39.49372073944198,35.58122211715817,42.761007188302386,42.76100720883357,42.761007188302386,-1,56.4734838146437
1751,5.0,24.0,8.5,Santa Ana de Pelco,-72.7509,-36.947,8,-36.83,-73.03,35.49,-999.0,-999,42.359487914894295,47.274528870403664,45.24500851974798,42.67869305973747,42.6786931291881,42.67869305973747,-1,66.5266936355925
1751,5.0,24.0,8.5,Santa Juana,-72.9454,-37.1767,8,-36.83,-73.03,35.49,-999.0,-999,37.52738391383441,42.99836516569986,52.883283802642104,44.322357146258504,44.32235714639305,44.322357146258504,-1,62.20733314088457
1751,5.0,24.0,8.5,Santiago,-70.6505,-33.4382,6,-36.83,-73.03,35.49,412.0,-999,198.8692751714329,199.97385696814885,435.72129924129905,447.03657630977074,447.0365774040298,447.03657630977074,-1,331.93508106277795
1751,5.0,24.0,8.5,Talca,-71.6485,-35.4265,8,-36.83,-73.03,35.49,-999.0,-999,58.76482538002864,62.40079779499467,202.42441209726204,212.02695057915943,212.0269512484769,212.02695057915943,-1,96.23941089391828
1751,5.0,24.0,8.5,Talcahuano,-73.1114,-36.7197,8,-36.83,-73.03,35.49,-999.0,-999,31.486473755904484,37.841153432312495,38.23838260751466,50.774106491823495,50.7741065344653,50.774106491823495,-1,54.11907326290391
1751,5.0,24.0,8.5,Talcamavida,-72.9109,-37.1623,8,-36.83,-73.03,35.49,-999.0,-999,38.46494049167565,43.81901996319295,52.2677099571988,43.681448388351136,43.68144939691061,43.681448388351136,-1,63.1171315383691
1751,5.0,24.0,8.5,Tomenelo,-72.2048,-36.0066,8,-36.83,-73.03,35.49,-999.0,-999,50.10244981810437,54.321361739947385,122.82081556143923,132.88765373202884,132.88765407043735,132.88765373202884,-1,78.51283272979883
1751,5.0,24.0,8.5,Valdivia,-73.2362,-39.8272,6,-36.83,-73.03,35.49,274.0,-999,100.39127300397836,102.56199373484247,335.07017583820715,319.0635714160602,319.0635714336838,319.0635714160602,-1,185.765598447192
1751,5.0,24.0,8.5,Valparaiso,-71.6031,-33.0473,7,-36.83,-73.03,35.49,278.0,-999,223.10641069534785,224.09155574645774,440.8445377017156,455.17711409924954,455.17711447401575,455.17711409924954,-1,342.5175712263209
1751,5.0,24.0,8.5,Vichuquen,-72.0395,-34.8504,7,-36.83,-73.03,35.49,-999.0,-999,41.88751422539834,46.852093992579476,239.814243000487,253.3845178215117,253.38451810282487,253.3845178215117,-1,92.12543159865295
1751,5.0,24.0,8.5,Virquen,-72.1797,-36.1028,8,-36.83,-73.03,35.49,-999.0,-999,52.35143845336462,56.4023755851026,116.53065157174328,125.52704623588897,125.52704661694598,125.52704623588897,-1,80.3932676684155
1751,5.0,24.0,8.5,Yumbel,-72.5639,-37.1046,8,-36.83,-73.03,35.49,-999.0,-999,48.80311264275577,53.12531098382448,62.537721310723775,53.28542080621282,53.28542101802406,53.28542080621282,-1,74.58672099048908
1751,5.0,24.0,8.5,Puchacay,-72.6641,-36.8297,8,-36.83,-73.03,35.49,-999.0,-999,44.27052532888513,48.994226970144275,48.21853307265923,49.243695056867956,49.24369518338022,49.243695056867956,-1,68.79753944363284
1751,5.0,24.0,8.5,Concepción,-73.0492,-36.8205,8,-36.83,-73.03,35.49,223.0,-999,33.507515026431314,39.5386953091914,35.546950309231555,43.76545500410354,43.76545502328784,43.76545500410354,-1,56.40072598929612
1751,5.0,24.0,8.5,Itata,-72.7038,-36.4933,8,-36.83,-73.03,35.49,-999.0,-999,40.9766877476926,46.0395895103166,59.212573427900566,70.20237801941587,70.20237808606335,70.20237801941587,-1,65.39522722570435
1751,5.0,24.0,8.5,Rere,-72.7272,-37.135,8,-36.83,-73.03,35.49,-999.0,-999,43.786847307933485,48.557624125103516,55.96436597277224,46.53286165083422,46.53286173017857,46.53286165083422,-1,68.89263801104217
1751,5.0,24.0,8.5,Laja,-72.3554,-37.4752,7,-36.83,-73.03,35.49,-999.0,-999,58.08142085508388,61.757641730007194,99.88942064347462,85.02353443819798,85.02353474929191,85.02353443819798,-1,87.86063504130095
1751,5.0,24.0,8.5,Chillán,-72.1039,-36.6083,7,-36.83,-73.03,35.49,-999.0,-999,61.15212650944604,64.65398239964686,93.32727369898514,94.24394280050035,94.24394339770713,94.24394280050035,-1,89.31628910409947
1751,5.0,24.0,8.5,Perquelauquen,-71.9597,-36.4284,7,-36.83,-73.03,35.49,-999.0,-999,64.13142167597174,67.47884194092138,111.3986294670175,114.27943466571773,114.27943534766563,114.27943466571773,-1,93.88560023653208
1751,5.0,24.0,8.5,Talca,-71.6485,-35.4265,8,-36.83,-73.03,35.49,-999.0,-999,58.76482538002864,62.40079779499467,202.42441209726204,212.02695057915943,212.0269512484769,212.02695057915943,-1,96.23941089391828
