Longitud,Latitud,Frecuencia,Amplitud,MSK,Lugar,Rhf,Rhf_max,Rhf_pond
-70.98,-33.68,2.61,1.62,6.5,ElMonte,86.36683176958459,134.07146344077182,134.30440480743675
-71.21,-33.69,5.69,2.96,6.5,Melipilla,79.30277983671871,122.43785922584185,121.62227959902422
-71.73,-33.94,0.88349,4.862,6.5,Rapel,40.054654733884476,85.1034036240647,84.87984995319233
-70.74,-34.16,4.00078,1.501,6.5,Rancagua,77.08499007745101,117.16389433057905,124.20589343611499
-71.61,-34.4,0.90016,4.391,6.5,Marchigue,47.208451955542664,51.359088829673574,64.46440972287891
-70.99,-34.58,0.11667,1.509,6.5,SanFernando,76.46395224605406,85.83680779852676,100.40305233597574
-71.89,-34.66,9.51855,5.16,6.5,Paredones,37.58028463711622,44.19782224892685,61.436816375472546
-71.22,-34.67,3.73406,4.101,6.5,Nancagua,65.81945865243374,68.77184534057054,86.2961540424435
-71.45,-35.38,8.00158,3.204,6.5,Pelarco,101.73569217350214,101.73569228816773,119.11941110838615
-71.48,-35.55,0.16668,1.912,6.5,SanClemente,112.26971852172748,117.47706015482507,133.44692274149858
-71.74,-35.6,0.17,1.61,6.5,SanJavier,93.86994542517073,119.07637273269219,132.82603013503953
-71.74,-35.67,8.53502,4.565,6.5,VillaAlegre,97.7545021467639,126.34390027676348,139.68174682996653
-71.59,-35.85,0.35005,2.612,6.5,Linares,119.71445155144846,146.42023391946154,159.94429286269371
-71.68,-35.97,0.38339,3.874,6.5,Longavi,122.43343429157068,158.3126885097193,170.73763666054106
-72.7,-36.49,2.86722,7.247,6.5,Coelemu,145.97123308816896,229.0687514292267,234.58304081870554
-72.19,-36.5,6.44,8.99,6.5,SanNicolas,151.38189792986793,218.01507622003734,226.35109277726426
-72.1,-36.61,0.21,3.13,6.5,Chillan,165.08274974256847,228.72378362124093,237.52754679595546
-72.6,-36.64,5.73446,3.814,6.5,Nipas,162.07436871801931,241.50161163081796,247.76546593084802
-72.4,-37.03,1.1002,7.921,6.5,Cabrero,205.65969655450988,278.3456288462304,285.84314168435964
-73.28,-37.26,0.46674,5.052,6.5,Arauco,238.17179153466984,326.77648866240827,331.35515736478374
-72.35,-37.47,8.83508,2.509,6.5,LosAngeles,254.34541024961206,325.13059735357643,332.9599699122861
-72.7,-37.8,3.38399,9.355,6.5,Angol,289.9336515892659,366.70237875393804,373.6111961587786
-70.67,-34.04,0.46674,1.951,6.0,Codegua,83.36738133626048,128.51437265882436,134.0273595287604
-70.82,-34.28,1.35025,1.624,6.0,Requinoa,72.74118310432083,105.89233081622938,114.78978846940251
-71.31,-34.29,6.58463,5.444,6.0,LasCabras,54.30171426129693,71.07311730216496,80.54496557246951
-71.05,-34.7,0.13,1.613,6.0,Chimbarongo,78.00321632941196,81.8016856594321,98.44960668028465
-71.12,-34.96,0.059,1.43,6.0,Romeral,85.49847737717852,85.4984779028339,104.41648661382537
-71.57,-35.75,0.33338,3.256,6.0,YerbasBuenas,114.89482229219445,136.22771311344323,150.3959327575488
-72.67,-36.43,0.86682,5.296,6.0,Trehuaco,139.29954338293734,222.01956838166814,227.57847099566965
-72.03,-36.8,0.35005,2.017,6.0,SanIgnacio,186.81037340363778,248.71245153150804,257.7818698179871
-72.23,-36.96,1.70032,4.396,6.0,GeneralCruz,199.9691197605421,268.17784327993104,276.3548607917059
-72.08,-36.98,5.30104,1.89,6.0,Pemuco,204.79694542839647,268.7307783760217,277.52628327059784
-72.44,-37.08,1.08353,7.055,6.0,MonteAguila,210.86343858853476,284.4329531701034,291.7962552535296
-72.55,-37.1,1.63364,6.005,6.0,Yumbel,212.62002299601502,288.74709716474985,295.69405054681937
-72.02,-37.12,4.05079,8.433,6.0,Yungay,221.02237867465408,283.5800523501173,292.56797175427647
-72.7,-37.27,3.63404,5.902,6.0,Laja,231.4714912237138,310.16463673814377,316.69734243821756
-73.35,-37.47,2.45047,4.494,6.0,Curanilahue,262.145909854119,350.36709447294464,355.0619105290503
-72.68,-37.5,3.21729,3.913,6.0,Nacimiento,256.76449304333795,334.1705998881897,340.95029658568046
-73.67,-37.6,2.83388,5.578,6.0,Lebu,284.38445528276617,375.48700096737434,379.5105231651752
-73.46,-37.62,2.80054,4.895,6.0,LosAlamos,280.71338941964024,369.40514330204815,374.0107365682036
-73.41,-37.63,2.75053,2.829,6.0,TresPinos,280.5800210163389,368.6161715693076,373.37080002736553
-72.58,-37.67,2.66718,3.272,5.5,Renaico,275.439139020533,350.4438452614576,357.63141773546204
-73.4,-37.8,1.78367,4.4,5.5,Canete,298.5229188427505,385.50653844995816,390.508111274009
-72.83,-37.98,4.06746,1.889,5.5,LosSauces,310.37467725653653,388.6717653471541,395.3353378350159
-73.23,-38.01,3.65071,4.626,5.5,Contulmo,318.041004297568,401.8738531419666,407.53593556990427
-73.08,-38.02,0.11,1.98,5.5,Puren,317.0350258406212,398.83026496327847,404.8785661072112
