Year,Month,Day,Magnitude,Location,Longitude,Latitude,Intensity,Period,Rp [km],Rrup [km],R [km]
1906,8.0,16.0,8.2,Curacaví,-71.1271,-33.3976,9.0,-1.0,146.12486201674227,50.941781611846416,53.908194930433055
1906,8.0,16.0,8.2,Santiago,-70.6667,-33.45,7.5,-1.0,160.48851917019962,68.86068901730002,71.0832108082198
1906,8.0,16.0,8.2,San Bernardo,-70.6996,-33.5922,7.5,-1.0,159.81637361080539,68.47388018888573,70.70856125668512
1906,8.0,16.0,8.2,Malloco,-70.8475,-33.5981,7.5,-1.0,154.67532651913447,62.708374344311984,65.14114352523204
1906,8.0,16.0,8.2,San José de Maipo,-70.3532,-33.6391,6.0,-1.0,174.09464666608213,81.86502482932258,83.74312304406922
1906,8.0,16.0,8.2,Talagante,-70.9237,-33.6639,7.5,-1.0,152.6015213007881,60.72229668413727,63.23152442781134
1906,8.0,16.0,8.2,Melipilla,-71.2153,-33.6891,8.0,-1.0,144.48393675582307,49.998896623245905,53.01809153874312
1906,8.0,16.0,8.2,Maipo,-70.7823,-33.7332,7.5,-1.0,157.95331780233388,66.74421033017869,69.03490406647674
1906,8.0,16.0,8.2,Isla de Maipo,-70.8977,-33.7468,7.5,-1.0,154.153368186258,61.85426907317758,64.31935143831572
1906,8.0,16.0,8.2,El Monte,-70.8836,-33.7953,7.5,-1.0,155.1331830974302,63.11544515438631,65.53310448853205
1906,8.0,16.0,8.2,Rapel,-71.7372,-33.9441,8.5,-1.0,138.05116335968137,34.44577535046106,38.698059465081
1906,8.0,16.0,8.2,Navidad,-71.8318,-33.9553,8.5,-1.0,137.6172261778262,30.955565133482104,35.626891242455706
1906,8.0,16.0,8.2,Matanzas,-71.8732,-33.9608,8.5,-1.0,137.55894774269086,29.593831568505585,34.4503009242821
1906,8.0,16.0,8.2,Graneros,-70.7275,-34.0686,7.5,-1.0,164.79543810989577,72.27956634626351,74.40002740639564
1906,8.0,16.0,8.2,Rancagua,-70.7444,-34.1708,7.0,-1.0,166.21642228251122,72.69634236898311,74.80499021253144
1906,8.0,16.0,8.2,Lo Miranda,-70.8873,-34.1978,7.5,-1.0,161.73337515994965,67.35391717925994,69.62455404711129
1906,8.0,16.0,8.2,Doñihue,-70.9648,-34.2263,7.5,-1.0,159.8023146301639,65.0721709730607,67.4196989166798
1906,8.0,16.0,8.2,Coltauco,-71.0814,-34.292,7.5,-1.0,157.72378923234496,61.43278484471608,63.914125360875374
1906,8.0,16.0,8.2,San Fernando,-71.448,-34.3225,7.0,-1.0,149.28904544963584,47.65116468744412,50.810056710639834
1906,8.0,16.0,8.2,Rengo,-70.8583,-34.4064,7.5,-1.0,167.7459251214457,71.85434878219469,73.9869975453917
1906,8.0,16.0,8.2,Palmilla,-71.3608,-34.5869,7.0,-1.0,158.47487126799146,55.020248510081366,57.77764371259549
1906,8.0,16.0,8.2,Pumanque,-71.7614,-34.6085,8.5,-1.0,152.3219590786097,41.87997594647216,45.44183922494336
1906,8.0,16.0,8.2,Paredones,-71.8992,-34.6481,8.5,-1.0,152.32589869518227,37.941415773819614,41.83992588175034
1906,8.0,16.0,8.2,Chépica,-71.2939,-34.709,7.5,-1.0,163.90240052580043,59.344423904967314,61.909522817422605
1906,8.0,16.0,8.2,Chimbarongo,-71.0434,-34.7125,7.0,-1.0,170.77776779019447,69.2706697124582,71.48044522301878
