"","Rasp_max","Rhf_max","Rhf","Rhf_pond"
"c1",12.5397618799527,9.31347075943839,10.8189241504159,13.6236208208572
"c2",-1.13457446516032,-0.510954175518186,-0.937635453970206,-1.34127368957673
"se_c1",0.634922406685188,0.440571567496304,0.555743618649397,0.835308927725528
"se_c2",0.124672207966149,0.0880490967945412,0.128377159087428,0.163383529238401
"sigma",0.505256161473198,0.592080021079613,0.552266973788974,0.528291507841944
"AIC",151.229490334619,182.944739411126,169.022695617845,160.146026021081
