"","Rhyp","Rasp_max","Rasp","Rasp_pond"
"c1",9.53066188742603,10.5865493782374,9.48528810359656,12.1435711385002
"c2",-0.616544975125263,-0.835724439169059,-0.632592526679164,-1.13076278264598
"se_c1",0.590823400081253,0.509640831068118,0.551191066824609,0.705082067760252
"se_c2",0.0904677568331205,0.0661452243768993,0.0902604790714665,0.109212195043681
"sigma",0.913413606779596,0.867177853014303,0.863169313372384,0.961110851766536
