"","MSK64","Rhyp","Rasp","Rasp_max","Rasp_pond","Rhf","Rhf_max","Rhf_pond","f0","residuals_Rasp_max","residuals_Rhf_max","residuals_Rhf","residuals_Rhf_pond","logf0_1","logf0_5","residuals_Rasp_max_f0","residuals_Rhf_max_f0","residuals_Rhf_f0","residuals_Rhf_pond_f0"
"87",6,139.574388242024,100.686061258291,237.29396023629,184.587150093634,109.375256736011,292.808791003567,241.063983335216,1.08353,-0.334434085429417,-0.375203243068556,-0.497228767232113,-0.314959251578784,0,0,-0.447350097773662,-0.477657087182443,-0.597976659315462,-0.426844400604863
"88",6,137.373297367656,91.4619419349699,238.940676295756,182.03962072658,108.924904636444,296.784634343459,244.218318388034,1.63364,-0.326587829423561,-0.367604475979623,-0.501723558629125,-0.301313198038272,0,0,-0.43903239281345,-0.469665820350999,-0.602575404463991,-0.412204388811889
"89",6,163.635764875437,137.486075963328,247.470637061042,205.035789339459,127.873540584291,293.315103079845,245.572523039158,4.05079,-0.286790778377517,-0.374229848572441,-0.327004839185925,-0.295508731218795,0,0,-0.396844102163692,-0.476633413860221,-0.423815859820627,-0.405977133258716
"90",6,150.501619645305,83.3317638881897,257.628816362574,190.380569664076,124.776886957682,317.942494496226,264.441322284638,3.63404,-0.241149212208639,-0.328805446667559,-0.353710610861266,-0.217803877409456,0,0,-0.348460123737376,-0.428862701581205,-0.451139271984174,-0.322612373420812
"91",6,167.921711914029,59.1489565913623,286.810454240354,198.972844312087,153.819271027018,356.507782476581,301.294639881111,2.45047,-0.119407435773178,-0.264302351680065,-0.125755903320172,-0.0808526803259252,0,0,-0.219403389294043,-0.361027822913876,-0.217912518438716,-0.175685854745478
"92",6,175.364069539177,96.6745982430657,283.035214334115,211.132537424328,149.39111749217,342.283402859238,288.883230789816,3.21729,-0.134440816567964,-0.287243007502138,-0.157577375086343,-0.125008687012667,0,0,-0.235340063538703,-0.38515343432122,-0.250469944574453,-0.223058119313057
"93",6,187.114807795119,71.1698326905647,308.186120003448,216.739193644535,177.596672748022,380.981736236204,325.653436260062,2.83388,-0.0378515832843427,-0.226894074838574,0.0308285379869318,0.000754901580084613,0,0,-0.132947184159471,-0.321687293266602,-0.05770665431897,-0.0881340978984827
"94",6,185.543748283286,72.5731368222583,305.225616643887,215.462358530319,172.285716162114,375.499729239637,320.153267673052,2.80054,-0.0488032406957327,-0.235060064290501,-0.00224607846389246,-0.0171252640883964,0,0,-0.14455688120546,-0.33027508124449,-0.0915462073722725,-0.10731662825202
"95",6,186.023361378911,74.1537857088446,305.25560283785,216.090629937339,171.839425087187,374.862915121825,319.541363156587,2.75053,-0.0486917824922034,-0.236016380463286,-0.00507169245542579,-0.0191334257467049,0,0,-0.144438725941132,-0.331280794095339,-0.0944371710427602,-0.109471061420009
"96",5.5,195.697460917407,114.821899175057,301.88296892672,229.710038927822,168.485448102,358.999867930159,306.132113505042,2.66718,-0.561296956511963,-0.760377616817192,-0.526544618955137,-0.564133250569384,0,0,-0.657801292544902,-0.85690036339777,-0.616406714864289,-0.657748606582053
"97",5.5,204.521127761068,92.1524652511948,323.41094063695,234.185524995863,189.132197778273,392.045556764224,336.70128232272,1.78367,-0.483142526895246,-0.710765356055072,-0.400615323004001,-0.46422520298902,0,0,-0.574950887663864,-0.804725476442922,-0.487564976135757,-0.550563405348074
"98",5.5,224.974684369472,127.151615746955,336.563174619558,255.76685642331,201.048684460803,396.8687224824,342.956080088012,4.06746,-0.437916011584914,-0.703876173444773,-0.334053053815109,-0.444904492504564,0,0,-0.527006898779348,-0.797480446315649,-0.419463281202585,-0.529835403035807
"99",5.5,226.58782350316,117.193907858978,343.508396603281,256.190497090962,207.847919550077,409.121404956577,354.073406455233,3.65071,-0.414741552273183,-0.686744695398189,-0.297820630994935,-0.411417694639871,0,0,-0.502439982402476,-0.779464074622053,-0.382392889287506,-0.493909476599086
"100",5.5,227.665330607635,121.967530643701,342.81273634089,257.605025685473,206.89741047826,406.455721174667,351.760743680457,0.11,-0.417041579483628,-0.690427723713794,-0.30281391549921,-0.418296274478252,-0.958607314841775,0,0.0644598348930417,-0.180580646238165,0.0134965090426039,0.155709557976841
