"","Rasp_max","Rhf_max","Rhf","Rhf_pond"
"c1",12.5397618799527,9.57514107652269,11.6116497591577,12.0725283839896
"c2",-1.13457446516032,-0.563416968864858,-1.08938350264861,-1.0496816123135
"se_c1",0.634922406685188,0.452304707347307,0.579224159410029,0.649400641191224
"se_c2",0.124672207966149,0.0904162878260854,0.130061275418748,0.12836913712072
"sigma",0.505256161473198,0.580821070408362,0.523933972113568,0.529138866972006
"AIC",151.229490334619,179.104928333527,158.489513905672,160.466561285291
